,Date/Time,Lat,Lon,Base_B02512,Base_B02598,Base_B02617,Base_B02682,Base_B02764,db_clusters
89080,2014-04-11 14:38:00,40.721,-74.0049,0,1,0,0,0,0
112718,2014-04-15 22:46:00,40.7267,-73.9925,0,1,0,0,0,0
35150,2014-04-30 20:05:00,40.7292,-74.0024,1,0,0,0,0,0
49704,2014-04-04 06:10:00,40.7342,-73.9779,0,1,0,0,0,0
1599,2014-04-02 14:48:00,40.7331,-73.9998,1,0,0,0,0,0
77174,2014-04-09 10:12:00,40.8072,-73.9439,0,1,0,0,0,0
145483,2014-04-22 06:23:00,40.7381,-74.0081,0,1,0,0,0,0
374429,2014-04-06 17:29:00,40.6417,-73.789,0,0,0,1,0,1
178666,2014-04-26 12:45:00,40.6732,-73.9762,0,1,0,0,0,0
27745,2014-04-25 14:41:00,40.731,-73.9816,1,0,0,0,0,0
287739,2014-04-20 17:13:00,40.7288,-73.9949,0,0,1,0,0,0
174929,2014-04-25 22:38:00,40.7312,-74.0014,0,1,0,0,0,0
313833,2014-04-28 07:47:00,40.7416,-73.9832,0,0,1,0,0,0
384975,2014-04-08 05:46:00,40.71,-73.9454,0,0,0,1,0,0
424110,2014-04-13 09:11:00,40.7748,-73.9912,0,0,0,1,0,0
50291,2014-04-04 08:26:00,40.7778,-73.9823,0,1,0,0,0,0
196056,2014-04-28 20:33:00,40.7548,-73.9761,0,1,0,0,0,0
464704,2014-04-19 02:57:00,40.7422,-74.0037,0,0,0,1,0,0
429638,2014-04-14 12:12:00,40.7517,-74.004,0,0,0,1,0,0
144057,2014-04-21 19:05:00,40.7257,-73.9966,0,1,0,0,0,0
51570,2014-04-04 14:02:00,40.7516,-73.9939,0,1,0,0,0,0
479513,2014-04-21 22:58:00,40.72,-74.0085,0,0,0,1,0,0
116051,2014-04-16 16:57:00,40.7417,-74.0048,0,1,0,0,0,0
537201,2014-04-29 16:33:00,40.715,-73.9872,0,0,0,1,0,0
286959,2014-04-20 10:55:00,40.7506,-73.974,0,0,1,0,0,0
525524,2014-04-27 16:59:00,40.7577,-73.985,0,0,0,1,0,0
496310,2014-04-24 11:24:00,40.7298,-73.9886,0,0,0,1,0,0
547330,2014-04-30 15:48:00,40.756,-73.979,0,0,0,1,0,0
459224,2014-04-18 13:12:00,40.7418,-74.0072,0,0,0,1,0,0
458855,2014-04-18 11:50:00,40.7105,-74.0128,0,0,0,1,0,0
295989,2014-04-23 17:19:00,40.7614,-73.9819,0,0,1,0,0,0
60655,2014-04-05 21:22:00,40.7404,-74.0058,0,1,0,0,0,0
386097,2014-04-08 08:25:00,40.7736,-73.9812,0,0,0,1,0,0
483754,2014-04-22 17:26:00,40.7203,-74.0086,0,0,0,1,0,0
476324,2014-04-21 11:41:00,40.7384,-73.9872,0,0,0,1,0,0
487664,2014-04-23 08:34:00,40.6666,-73.9878,0,0,0,1,0,0
354830,2014-04-04 16:10:00,40.719,-73.9596,0,0,0,1,0,0
446897,2014-04-16 19:40:00,40.7411,-73.9836,0,0,0,1,0,0
537346,2014-04-29 16:45:00,40.7525,-73.9933,0,0,0,1,0,0
564094,2014-04-30 13:28:00,40.7706,-73.9545,0,0,0,0,1,0
218756,2014-04-30 23:48:00,40.785,-74.0247,0,1,0,0,0,0
527002,2014-04-27 22:50:00,40.8244,-73.9432,0,0,0,1,0,0
362478,2014-04-05 07:03:00,40.7325,-73.9962,0,0,0,1,0,0
438707,2014-04-15 19:11:00,40.6807,-73.9141,0,0,0,1,0,0
423894,2014-04-13 07:20:00,40.778,-73.9073,0,0,0,1,0,0
301410,2014-04-24 21:32:00,40.7334,-73.9932,0,0,1,0,0,0
145676,2014-04-22 07:02:00,40.759,-73.9945,0,1,0,0,0,0
173326,2014-04-25 20:33:00,40.7546,-73.9865,0,1,0,0,0,0
242143,2014-04-07 06:36:00,40.7381,-74.0046,0,0,1,0,0,0
29590,2014-04-26 19:44:00,40.7676,-73.9616,1,0,0,0,0,0
258424,2014-04-11 14:59:00,40.7748,-73.9601,0,0,1,0,0,0
284465,2014-04-19 11:43:00,40.7152,-73.9452,0,0,1,0,0,0
167288,2014-04-25 06:26:00,40.7828,-73.9754,0,1,0,0,0,0
541356,2014-04-30 00:52:00,40.7605,-73.9839,0,0,0,1,0,0
140954,2014-04-21 06:39:00,40.7262,-73.9918,0,1,0,0,0,0
541165,2014-04-29 23:14:00,40.6452,-73.782,0,0,0,1,0,1
110317,2014-04-15 17:59:00,40.7518,-74.0042,0,1,0,0,0,0
193608,2014-04-28 14:29:00,40.7236,-74.0108,0,1,0,0,0,0
419493,2014-04-12 18:27:00,40.7274,-73.9922,0,0,0,1,0,0
535472,2014-04-29 13:17:00,40.6902,-74.1779,0,0,0,1,0,2
487166,2014-04-23 07:23:00,40.7502,-73.9734,0,0,0,1,0,0
80207,2014-04-09 21:17:00,40.7851,-73.9552,0,1,0,0,0,0
393645,2014-04-09 12:23:00,40.7649,-73.9684,0,0,0,1,0,0
517086,2014-04-26 16:55:00,40.7311,-73.9858,0,0,0,1,0,0
118700,2014-04-17 00:46:00,40.7407,-73.9982,0,1,0,0,0,0
547453,2014-04-30 15:55:00,40.7601,-73.9738,0,0,0,1,0,0
245787,2014-04-07 22:42:00,40.7623,-73.9698,0,0,1,0,0,0
114868,2014-04-16 13:35:00,40.7535,-73.9962,0,1,0,0,0,0
545095,2014-04-30 12:26:00,40.7409,-74.0017,0,0,0,1,0,0
144620,2014-04-21 21:04:00,40.7605,-73.9911,0,1,0,0,0,0
332397,2014-04-01 21:14:00,40.7163,-74.0078,0,0,0,1,0,0
5342,2014-04-04 20:58:00,40.758,-73.9782,1,0,0,0,0,0
204365,2014-04-29 21:06:00,40.7293,-74.0039,0,1,0,0,0,0
187788,2014-04-27 12:25:00,40.7221,-73.9577,0,1,0,0,0,0
243088,2014-04-07 13:16:00,40.7438,-73.9841,0,0,1,0,0,0
135364,2014-04-19 19:39:00,40.7392,-74.0026,0,1,0,0,0,0
115754,2014-04-16 16:16:00,40.7637,-73.9651,0,1,0,0,0,0
301578,2014-04-24 22:03:00,40.7394,-74.0027,0,0,1,0,0,0
207568,2014-04-30 09:19:00,40.7648,-73.9647,0,1,0,0,0,0
236421,2014-04-05 13:53:00,40.8672,-73.8813,0,0,1,0,0,0
102902,2014-04-14 05:23:00,40.6779,-73.9639,0,1,0,0,0,0
111587,2014-04-15 20:22:00,40.7222,-73.9962,0,1,0,0,0,0
280896,2014-04-18 07:54:00,40.7749,-73.9609,0,0,1,0,0,0
172190,2014-04-25 18:37:00,40.7247,-74.0018,0,1,0,0,0,0
89488,2014-04-11 15:47:00,40.7564,-73.9766,0,1,0,0,0,0
126595,2014-04-18 08:34:00,40.7733,-73.9624,0,1,0,0,0,0
293695,2014-04-22 22:02:00,40.7458,-73.9996,0,0,1,0,0,0
281066,2014-04-18 09:05:00,40.7582,-73.9923,0,0,1,0,0,0
70376,2014-04-07 20:26:00,40.7405,-74.0064,0,1,0,0,0,0
146185,2014-04-22 08:44:00,40.7704,-73.9914,0,1,0,0,0,0
451354,2014-04-17 13:40:00,40.7243,-74.0015,0,0,0,1,0,0
496194,2014-04-24 10:55:00,40.7349,-73.9578,0,0,0,1,0,0
22612,2014-04-20 14:05:00,40.7655,-73.9576,1,0,0,0,0,0
19527,2014-04-17 12:51:00,40.7353,-74.0052,1,0,0,0,0,0
308563,2014-04-26 17:02:00,40.6978,-73.9331,0,0,1,0,0,0
49648,2014-04-04 05:52:00,40.7688,-73.9878,0,1,0,0,0,0
321539,2014-04-30 10:14:00,40.7497,-73.9916,0,0,1,0,0,0
538850,2014-04-29 18:43:00,40.7539,-73.9806,0,0,0,1,0,0
279914,2014-04-17 21:41:00,40.7615,-73.9844,0,0,1,0,0,0
35654,2014-04-01 04:41:00,40.7173,-73.9645,0,1,0,0,0,0
397347,2014-04-09 20:46:00,40.7643,-73.9772,0,0,0,1,0,0
413829,2014-04-11 21:15:00,40.7207,-74.0325,0,0,0,1,0,0
196020,2014-04-28 20:25:00,40.7509,-74.0059,0,1,0,0,0,0
501353,2014-04-24 20:53:00,40.7209,-73.9566,0,0,0,1,0,0
419639,2014-04-12 18:40:00,40.7403,-73.9793,0,0,0,1,0,0
319343,2014-04-29 19:59:00,40.7564,-73.9788,0,0,1,0,0,0
234648,2014-04-04 21:41:00,40.7099,-74.0072,0,0,1,0,0,0
78631,2014-04-09 16:41:00,40.7139,-74.0096,0,1,0,0,0,0
326969,2014-04-01 04:16:00,40.7784,-73.949,0,0,0,1,0,0
162023,2014-04-24 16:11:00,40.7167,-74.0136,0,1,0,0,0,0
51196,2014-04-04 12:42:00,40.7713,-73.9266,0,1,0,0,0,0
276681,2014-04-17 06:26:00,40.7236,-74.011,0,0,1,0,0,0
208588,2014-04-30 11:19:00,40.7429,-73.9851,0,1,0,0,0,0
240689,2014-04-06 14:41:00,40.7349,-74.1648,0,0,1,0,0,-1
95768,2014-04-12 17:04:00,40.7021,-73.9897,0,1,0,0,0,0
501030,2014-04-24 20:25:00,40.7196,-74.0087,0,0,0,1,0,0
563867,2014-04-29 21:32:00,40.7627,-73.9714,0,0,0,0,1,0
234407,2014-04-04 21:02:00,40.7151,-73.99,0,0,1,0,0,0
64207,2014-04-06 15:11:00,40.7102,-73.9633,0,1,0,0,0,0
128835,2014-04-18 16:54:00,40.7277,-74.0037,0,1,0,0,0,0
36200,2014-04-01 08:10:00,40.7126,-73.9565,0,1,0,0,0,0
533906,2014-04-29 07:35:00,40.7347,-74.0094,0,0,0,1,0,0
270773,2014-04-15 16:35:00,40.6933,-73.9996,0,0,1,0,0,0
399111,2014-04-10 06:47:00,40.7734,-73.9548,0,0,0,1,0,0
317760,2014-04-29 15:19:00,40.7679,-73.9915,0,0,1,0,0,0
75230,2014-04-08 20:39:00,40.7092,-74.0107,0,1,0,0,0,0
480109,2014-04-22 06:19:00,40.7775,-73.9461,0,0,0,1,0,0
117155,2014-04-16 19:23:00,40.765,-73.8718,0,1,0,0,0,0
453878,2014-04-17 18:27:00,40.8292,-73.9432,0,0,0,1,0,0
166116,2014-04-24 22:30:00,40.7395,-73.9959,0,1,0,0,0,0
509223,2014-04-25 19:26:00,40.7226,-74.0043,0,0,0,1,0,0
375049,2014-04-06 19:23:00,40.7406,-74.0057,0,0,0,1,0,0
256362,2014-04-10 22:20:00,40.7492,-73.949,0,0,1,0,0,0
505676,2014-04-25 13:07:00,40.6618,-73.8027,0,0,0,1,0,1
262300,2014-04-12 17:00:00,40.718,-74.01,0,0,1,0,0,0
79592,2014-04-09 19:11:00,40.7142,-74.0149,0,1,0,0,0,0
120938,2014-04-17 13:58:00,40.7527,-73.9894,0,1,0,0,0,0
284872,2014-04-19 15:06:00,40.7299,-73.9931,0,0,1,0,0,0
65469,2014-04-06 21:07:00,40.7796,-73.9498,0,1,0,0,0,0
279407,2014-04-17 19:55:00,40.7224,-74.0038,0,0,1,0,0,0
199444,2014-04-29 13:40:00,40.7529,-74.004,0,1,0,0,0,0
128688,2014-04-18 16:33:00,40.7597,-73.9745,0,1,0,0,0,0
401846,2014-04-10 15:18:00,40.7514,-73.9791,0,0,0,1,0,0
71943,2014-04-08 07:58:00,40.6804,-73.9689,0,1,0,0,0,0
345794,2014-04-03 17:53:00,40.7227,-74.0043,0,0,0,1,0,0
252556,2014-04-09 22:42:00,40.7253,-74.0041,0,0,1,0,0,0
124314,2014-04-17 20:55:00,40.7244,-73.9959,0,1,0,0,0,0
72785,2014-04-08 12:20:00,40.7217,-74.006,0,1,0,0,0,0
358938,2014-04-04 20:35:00,40.7198,-74.0102,0,0,0,1,0,0
442503,2014-04-16 08:00:00,40.7799,-73.9807,0,0,0,1,0,0
123855,2014-04-17 20:03:00,40.7384,-73.9934,0,1,0,0,0,0
479090,2014-04-21 20:53:00,40.764,-73.9711,0,0,0,1,0,0
434180,2014-04-15 08:42:00,40.7433,-73.9744,0,0,0,1,0,0
501738,2014-04-24 21:24:00,40.7597,-73.988,0,0,0,1,0,0
133983,2014-04-19 15:48:00,40.7395,-74.0026,0,1,0,0,0,0
482082,2014-04-22 14:08:00,40.6421,-73.7889,0,0,0,1,0,1
402573,2014-04-10 16:32:00,40.7438,-73.9838,0,0,0,1,0,0
133429,2014-04-19 13:37:00,40.7158,-73.9469,0,1,0,0,0,0
548435,2014-04-30 16:55:00,40.705,-73.9294,0,0,0,1,0,0
210137,2014-04-30 14:04:00,40.7546,-73.999,0,1,0,0,0,0
4243,2014-04-04 10:58:00,40.7256,-73.9938,1,0,0,0,0,0
534236,2014-04-29 08:21:00,40.7156,-73.9902,0,0,0,1,0,0
60425,2014-04-05 20:48:00,40.7673,-73.9708,0,1,0,0,0,0
120420,2014-04-17 11:48:00,40.7692,-73.9588,0,1,0,0,0,0
277650,2014-04-17 12:29:00,40.7118,-74.0075,0,0,1,0,0,0
453738,2014-04-17 18:15:00,40.8189,-73.9448,0,0,0,1,0,0
129344,2014-04-18 18:10:00,40.7824,-73.9714,0,1,0,0,0,0
260616,2014-04-11 23:34:00,40.7202,-73.9937,0,0,1,0,0,0
300966,2014-04-24 20:15:00,40.7457,-73.9935,0,0,1,0,0,0
77425,2014-04-09 11:59:00,40.7781,-73.9803,0,1,0,0,0,0
254096,2014-04-10 14:14:00,40.7717,-73.9904,0,0,1,0,0,0
302184,2014-04-25 04:45:00,40.7683,-73.967,0,0,1,0,0,0
524034,2014-04-27 12:19:00,40.701,-73.9166,0,0,0,1,0,0
196302,2014-04-28 21:16:00,40.7263,-73.9563,0,1,0,0,0,0
403031,2014-04-10 17:12:00,40.7805,-73.982,0,0,0,1,0,0
559113,2014-04-14 20:22:00,40.7569,-73.9821,0,0,0,0,1,0
459422,2014-04-18 13:49:00,40.7077,-74.0138,0,0,0,1,0,0
46158,2014-04-03 16:04:00,40.7627,-73.9678,0,1,0,0,0,0
298329,2014-04-24 08:20:00,40.7667,-73.984,0,0,1,0,0,0
75041,2014-04-08 20:07:00,40.7546,-73.9766,0,1,0,0,0,0
353575,2014-04-04 14:04:00,40.7994,-73.9453,0,0,0,1,0,0
475976,2014-04-21 09:48:00,40.7233,-73.977,0,0,0,1,0,0
339846,2014-04-02 21:16:00,40.7664,-73.9818,0,0,0,1,0,0
378416,2014-04-07 12:29:00,40.6727,-73.9365,0,0,0,1,0,0
29538,2014-04-26 19:08:00,40.7653,-73.9717,1,0,0,0,0,0
114482,2014-04-16 11:34:00,40.7031,-73.9852,0,1,0,0,0,0
400245,2014-04-10 10:06:00,40.7646,-73.9603,0,0,0,1,0,0
54583,2014-04-04 19:52:00,40.6671,-73.9319,0,1,0,0,0,0
3810,2014-04-03 23:21:00,40.7413,-74.0063,1,0,0,0,0,0
373856,2014-04-06 15:50:00,40.8107,-73.9604,0,0,0,1,0,0
365796,2014-04-05 17:45:00,40.7145,-73.9611,0,0,0,1,0,0
523558,2014-04-27 10:12:00,40.7695,-73.9845,0,0,0,1,0,0
548774,2014-04-30 17:16:00,40.7633,-73.9688,0,0,0,1,0,0
33754,2014-04-30 09:55:00,40.7814,-73.9813,1,0,0,0,0,0
492070,2014-04-23 19:30:00,40.7049,-73.9335,0,0,0,1,0,0
455129,2014-04-17 20:35:00,40.7593,-73.973,0,0,0,1,0,0
129345,2014-04-18 18:10:00,40.7627,-73.9733,0,1,0,0,0,0
265423,2014-04-13 15:14:00,40.7562,-73.9729,0,0,1,0,0,0
131458,2014-04-18 23:08:00,40.7348,-74.0,0,1,0,0,0,0
245637,2014-04-07 21:39:00,40.7254,-74.0034,0,0,1,0,0,0
282230,2014-04-18 16:39:00,40.7221,-73.9887,0,0,1,0,0,0
81836,2014-04-10 08:52:00,40.7543,-73.977,0,1,0,0,0,0
117843,2014-04-16 21:04:00,40.7609,-73.9794,0,1,0,0,0,0
8649,2014-04-07 18:02:00,40.7096,-73.947,1,0,0,0,0,0
395547,2014-04-09 17:13:00,40.768,-73.9531,0,0,0,1,0,0
376845,2014-04-07 07:01:00,40.7376,-74.0089,0,0,0,1,0,0
4218,2014-04-04 10:41:00,40.7285,-74.0053,1,0,0,0,0,0
440070,2014-04-15 21:04:00,40.7192,-74.0051,0,0,0,1,0,0
190091,2014-04-27 19:15:00,40.7617,-73.9665,0,1,0,0,0,0
71375,2014-04-08 05:54:00,40.7168,-74.0088,0,1,0,0,0,0
313047,2014-04-27 20:38:00,40.7705,-73.9212,0,0,1,0,0,0
547505,2014-04-30 15:58:00,40.7529,-73.9892,0,0,0,1,0,0
239255,2014-04-06 00:28:00,40.8401,-73.9685,0,0,1,0,0,-1
523289,2014-04-27 08:42:00,40.7508,-74.0316,0,0,0,1,0,0
365626,2014-04-05 17:31:00,40.7592,-73.9958,0,0,0,1,0,0
294960,2014-04-23 12:22:00,40.7031,-73.9876,0,0,1,0,0,0
342020,2014-04-03 08:22:00,40.7615,-73.9791,0,0,0,1,0,0
39177,2014-04-01 22:46:00,40.7279,-74.0018,0,1,0,0,0,0
36255,2014-04-01 08:27:00,40.7271,-74.0418,0,1,0,0,0,0
152616,2014-04-23 09:47:00,40.7149,-74.0022,0,1,0,0,0,0
419254,2014-04-12 18:06:00,40.6871,-73.9562,0,0,0,1,0,0
333996,2014-04-02 07:27:00,40.7786,-73.9873,0,0,0,1,0,0
70234,2014-04-07 19:55:00,40.7533,-73.9854,0,1,0,0,0,0
270061,2014-04-15 12:51:00,40.7545,-73.9834,0,0,1,0,0,0
181282,2014-04-26 18:01:00,40.7556,-73.973,0,1,0,0,0,0
488082,2014-04-23 10:00:00,40.7989,-73.9619,0,0,0,1,0,0
265383,2014-04-13 14:59:00,40.7294,-73.9878,0,0,1,0,0,0
521897,2014-04-27 00:10:00,40.7472,-74.0099,0,0,0,1,0,0
425657,2014-04-13 15:49:00,40.7801,-73.979,0,0,0,1,0,0
277985,2014-04-17 14:34:00,40.7547,-73.9698,0,0,1,0,0,0
202502,2014-04-29 18:15:00,40.7456,-73.9946,0,1,0,0,0,0
23935,2014-04-22 12:03:00,40.7892,-73.953,1,0,0,0,0,0
510515,2014-04-25 21:34:00,40.7315,-73.989,0,0,0,1,0,0
467297,2014-04-19 17:15:00,40.7666,-73.9283,0,0,0,1,0,0
304970,2014-04-25 19:04:00,40.7328,-74.0076,0,0,1,0,0,0
225740,2014-04-02 23:24:00,40.7399,-74.0302,0,0,1,0,0,0
215023,2014-04-30 19:06:00,40.7527,-73.9794,0,1,0,0,0,0
545823,2014-04-30 13:45:00,40.7551,-73.9835,0,0,0,1,0,0
160984,2014-04-24 13:53:00,40.783,-73.953,0,1,0,0,0,0
293536,2014-04-22 21:08:00,40.7191,-74.0047,0,0,1,0,0,0
454161,2014-04-17 18:54:00,40.7638,-73.9858,0,0,0,1,0,0
135288,2014-04-19 19:25:00,40.7208,-74.005,0,1,0,0,0,0
292543,2014-04-22 16:58:00,40.7566,-73.9874,0,0,1,0,0,0
10007,2014-04-08 19:56:00,40.7336,-74.002,1,0,0,0,0,0
178965,2014-04-26 13:46:00,40.7328,-73.9838,0,1,0,0,0,0
188143,2014-04-27 13:42:00,40.7522,-73.9956,0,1,0,0,0,0
330059,2014-04-01 15:56:00,40.7662,-73.9616,0,0,0,1,0,0
292326,2014-04-22 16:16:00,40.7741,-73.9823,0,0,1,0,0,0
181399,2014-04-26 18:11:00,40.7179,-73.9639,0,1,0,0,0,0
233228,2014-04-04 18:03:00,40.7516,-74.0038,0,0,1,0,0,0
310074,2014-04-26 22:02:00,40.7262,-74.0097,0,0,1,0,0,0
445596,2014-04-16 17:15:00,40.7276,-74.0072,0,0,0,1,0,0
496696,2014-04-24 12:44:00,40.7227,-74.0002,0,0,0,1,0,0
169755,2014-04-25 14:44:00,40.7552,-73.9712,0,1,0,0,0,0
108339,2014-04-15 12:44:00,40.776,-73.9441,0,1,0,0,0,0
307363,2014-04-26 10:09:00,40.7217,-73.9566,0,0,1,0,0,0
111859,2014-04-15 20:51:00,40.7245,-73.9732,0,1,0,0,0,0
556598,2014-04-06 10:22:00,40.7235,-73.9467,0,0,0,0,1,0
55629,2014-04-04 22:06:00,40.7502,-73.9688,0,1,0,0,0,0
302430,2014-04-25 07:02:00,40.7303,-73.9822,0,0,1,0,0,0
240827,2014-04-06 15:33:00,40.7793,-73.9537,0,0,1,0,0,0
69378,2014-04-07 18:26:00,40.7395,-73.9911,0,1,0,0,0,0
306168,2014-04-25 23:01:00,40.6988,-73.9961,0,0,1,0,0,0
506298,2014-04-25 14:52:00,40.7616,-73.9768,0,0,0,1,0,0
340410,2014-04-02 23:01:00,40.7559,-73.9872,0,0,0,1,0,0
506688,2014-04-25 15:37:00,40.7446,-73.9909,0,0,0,1,0,0
132864,2014-04-19 10:38:00,40.7623,-73.9663,0,1,0,0,0,0
445319,2014-04-16 16:49:00,40.7,-73.9483,0,0,0,1,0,0
433291,2014-04-15 06:13:00,40.7781,-73.9549,0,0,0,1,0,0
563076,2014-04-27 01:33:00,40.727,-73.9916,0,0,0,0,1,0
314137,2014-04-28 09:48:00,40.7025,-73.9908,0,0,1,0,0,0
356823,2014-04-04 18:17:00,40.7563,-73.973,0,0,0,1,0,0
170131,2014-04-25 15:26:00,40.7403,-73.9883,0,1,0,0,0,0
267976,2014-04-14 16:59:00,40.6448,-73.782,0,0,1,0,0,1
26308,2014-04-24 14:43:00,40.7492,-74.0032,1,0,0,0,0,0
263379,2014-04-12 21:44:00,40.7093,-74.0019,0,0,1,0,0,0
3158,2014-04-03 17:18:00,40.7623,-73.9958,1,0,0,0,0,0
166081,2014-04-24 22:27:00,40.7189,-74.0103,0,1,0,0,0,0
307933,2014-04-26 14:30:00,40.6757,-73.9685,0,0,1,0,0,0
121339,2014-04-17 15:08:00,40.71,-73.992,0,1,0,0,0,0
128617,2014-04-18 16:21:00,40.731,-74.0043,0,1,0,0,0,0
304664,2014-04-25 18:08:00,40.7308,-73.974,0,0,1,0,0,0
40770,2014-04-02 11:59:00,40.7081,-74.0098,0,1,0,0,0,0
451304,2014-04-17 13:32:00,40.7413,-73.9897,0,0,0,1,0,0
455451,2014-04-17 21:05:00,40.7363,-73.9746,0,0,0,1,0,0
169379,2014-04-25 13:49:00,40.7712,-73.9662,0,1,0,0,0,0
227435,2014-04-03 15:19:00,40.7642,-73.9809,0,0,1,0,0,0
381036,2014-04-07 17:43:00,40.6601,-73.984,0,0,0,1,0,0
488435,2014-04-23 11:16:00,40.7442,-73.9919,0,0,0,1,0,0
114677,2014-04-16 12:40:00,40.7507,-73.9829,0,1,0,0,0,0
131129,2014-04-18 22:25:00,40.7314,-74.0056,0,1,0,0,0,0
242219,2014-04-07 06:58:00,40.7665,-73.9884,0,0,1,0,0,0
152428,2014-04-23 08:57:00,40.7642,-73.9544,0,1,0,0,0,0
212860,2014-04-30 17:08:00,40.7429,-73.9812,0,1,0,0,0,0
334516,2014-04-02 08:35:00,40.7038,-73.9423,0,0,0,1,0,0
26546,2014-04-24 17:02:00,40.7555,-73.9872,1,0,0,0,0,0
422079,2014-04-12 22:57:00,40.7191,-73.99,0,0,0,1,0,0
437422,2014-04-15 17:24:00,40.7583,-73.9773,0,0,0,1,0,0
542075,2014-04-30 06:43:00,40.742,-74.0037,0,0,0,1,0,0
226239,2014-04-03 07:33:00,40.7329,-73.9881,0,0,1,0,0,0
478785,2014-04-21 19:51:00,40.7467,-73.992,0,0,0,1,0,0
23000,2014-04-21 07:08:00,40.748,-73.9807,1,0,0,0,0,0
93194,2014-04-12 00:56:00,40.7096,-74.0127,0,1,0,0,0,0
359249,2014-04-04 21:02:00,40.7339,-74.0027,0,0,0,1,0,0
405603,2014-04-10 21:15:00,40.7434,-73.9998,0,0,0,1,0,0
126628,2014-04-18 08:41:00,40.7827,-73.9729,0,1,0,0,0,0
247744,2014-04-08 16:15:00,40.7607,-73.9716,0,0,1,0,0,0
370726,2014-04-06 00:52:00,40.7592,-73.9826,0,0,0,1,0,0
536739,2014-04-29 15:53:00,40.7363,-73.951,0,0,0,1,0,0
485830,2014-04-22 21:51:00,40.7217,-73.958,0,0,0,1,0,0
289974,2014-04-21 17:22:00,40.7747,-73.9612,0,0,1,0,0,0
251337,2014-04-09 17:14:00,40.7509,-73.987,0,0,1,0,0,0
560570,2014-04-19 13:27:00,40.7661,-73.9691,0,0,0,0,1,0
462558,2014-04-18 20:34:00,40.7564,-73.9703,0,0,0,1,0,0
53698,2014-04-04 18:31:00,40.7416,-74.0049,0,1,0,0,0,0
335748,2014-04-02 12:49:00,40.7601,-73.96,0,0,0,1,0,0
96219,2014-04-12 18:10:00,40.7726,-73.9613,0,1,0,0,0,0
418952,2014-04-12 17:32:00,40.7304,-73.992,0,0,0,1,0,0
86161,2014-04-10 21:33:00,40.7568,-73.9827,0,1,0,0,0,0
220484,2014-04-01 15:48:00,40.7388,-74.0066,0,0,1,0,0,0
64852,2014-04-06 17:53:00,40.6456,-73.7767,0,1,0,0,0,1
1718,2014-04-02 15:55:00,40.7668,-73.969,1,0,0,0,0,0
181449,2014-04-26 18:15:00,40.733,-73.9959,0,1,0,0,0,0
320751,2014-04-30 07:24:00,40.7224,-73.9794,0,0,1,0,0,0
479223,2014-04-21 21:26:00,40.7237,-74.0028,0,0,0,1,0,0
97442,2014-04-12 21:08:00,40.703,-73.9876,0,1,0,0,0,0
554792,2014-04-01 16:28:00,40.7348,-74.0038,0,0,0,0,1,0
364238,2014-04-05 14:52:00,40.7552,-74.0026,0,0,0,1,0,0
551596,2014-04-30 19:57:00,40.7385,-73.9936,0,0,0,1,0,0
481190,2014-04-22 09:45:00,40.7321,-73.9983,0,0,0,1,0,0
424177,2014-04-13 09:35:00,40.8019,-73.9514,0,0,0,1,0,0
354043,2014-04-04 14:58:00,40.7168,-74.008,0,0,0,1,0,0
210705,2014-04-30 14:52:00,40.7269,-73.9853,0,1,0,0,0,0
74929,2014-04-08 19:43:00,40.7495,-73.993,0,1,0,0,0,0
101894,2014-04-13 18:17:00,40.7219,-73.9963,0,1,0,0,0,0
257459,2014-04-11 09:05:00,40.7377,-73.9936,0,0,1,0,0,0
498676,2014-04-24 17:01:00,40.743,-73.9891,0,0,0,1,0,0
221792,2014-04-01 21:44:00,40.7556,-73.9861,0,0,1,0,0,0
46453,2014-04-03 16:49:00,40.7555,-73.9836,0,1,0,0,0,0
246739,2014-04-08 08:59:00,40.751,-73.9828,0,0,1,0,0,0
400998,2014-04-10 13:12:00,40.7538,-73.9876,0,0,0,1,0,0
69311,2014-04-07 18:18:00,40.755,-73.9754,0,1,0,0,0,0
364655,2014-04-05 15:51:00,40.78,-73.9789,0,0,0,1,0,0
147880,2014-04-22 15:49:00,40.7623,-73.9723,0,1,0,0,0,0
73645,2014-04-08 16:11:00,40.7234,-74.0062,0,1,0,0,0,0
443046,2014-04-16 09:36:00,40.7682,-73.9825,0,0,0,1,0,0
392826,2014-04-09 08:49:00,40.7219,-73.9865,0,0,0,1,0,0
21245,2014-04-18 20:16:00,40.8083,-73.945,1,0,0,0,0,0
161773,2014-04-24 15:43:00,40.7186,-73.9524,0,1,0,0,0,0
191294,2014-04-28 04:44:00,40.7269,-74.002,0,1,0,0,0,0
430356,2014-04-14 15:06:00,40.7679,-73.9236,0,0,0,1,0,0
13194,2014-04-11 14:55:00,40.7548,-73.9841,1,0,0,0,0,0
113448,2014-04-16 07:00:00,40.6993,-73.9945,0,1,0,0,0,0
116319,2014-04-16 17:31:00,40.7625,-73.9963,0,1,0,0,0,0
324897,2014-04-30 19:00:00,40.7336,-73.99,0,0,1,0,0,0
99687,2014-04-13 03:38:00,40.771,-73.9514,0,1,0,0,0,0
185788,2014-04-27 00:32:00,40.683,-74.0006,0,1,0,0,0,0
95640,2014-04-12 16:48:00,40.753,-73.9749,0,1,0,0,0,0
290961,2014-04-22 06:48:00,40.7737,-73.9546,0,0,1,0,0,0
