,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,scale_clarity,scale_color,validate_z
1987,1988,0.94,Premium,F,SI2,62.3,59.0,3095.0,6.32,6.23,3.91,1,4,False
1988,1989,0.9,Premium,H,SI1,62.4,56.0,3095.0,6.13,6.05,3.8,2,2,False
1989,1990,0.71,Very Good,D,VS2,63.1,59.0,3096.0,5.64,5.67,3.57,3,6,False
1990,1991,0.71,Very Good,D,VS2,63.0,58.0,3096.0,5.65,5.68,3.57,3,6,False
1991,1992,0.77,Good,H,VVS1,63.1,57.0,3096.0,5.83,5.86,3.69,6,2,False
1992,1993,0.91,Premium,F,SI2,62.1,56.0,3096.0,6.26,6.21,3.87,1,4,False
1993,1994,0.81,Ideal,I,SI1,61.3,56.0,3097.0,6.23,6.27,3.83,2,1,False
1994,1995,0.81,Premium,F,SI1,60.3,59.0,3097.0,5.98,6.05,3.63,2,4,False
1995,1996,0.52,Ideal,E,VVS1,61.8,55.0,3097.0,5.19,5.2,3.21,6,5,False
1996,1997,0.53,Ideal,D,VVS1,61.6,55.0,3097.0,5.21,5.27,3.23,6,6,False
1997,1998,1.29,Good,I,I1,64.2,54.0,3098.0,6.93,6.83,4.42,0,1,False
1998,1999,0.9,Very Good,I,SI2,60.4,58.0,3099.0,6.25,6.31,3.79,1,1,False
1999,2000,0.72,Ideal,D,VS2,61.8,57.0,3099.0,5.76,5.73,3.55,3,6,False
2000,2001,0.94,Premium,G,SI2,63.0,59.0,3099.0,6.16,6.1,3.86,1,3,False
2001,2002,0.93,Ideal,I,SI2,62.3,57.0,3101.0,6.2,6.22,3.87,1,1,False
2002,2003,0.74,Ideal,F,VVS2,61.5,54.0,3101.0,5.84,5.86,3.6,5,4,False
2003,2004,0.81,Ideal,E,SI2,62.1,55.0,3101.0,5.94,5.98,3.7,1,5,False
2004,2005,0.71,Premium,E,VS2,62.2,59.0,3101.0,5.79,5.76,3.59,3,5,False
2005,2006,0.72,Very Good,D,SI1,60.5,57.0,3102.0,5.85,5.89,3.55,2,6,False
2006,2007,0.9,Very Good,J,VS1,62.6,55.0,3102.0,6.11,6.13,3.83,4,0,False
2007,2008,0.72,Ideal,G,VS1,61.3,56.0,3102.0,5.77,5.82,3.55,4,3,False
2008,2009,0.9,Ideal,J,SI1,62.6,54.0,3102.0,6.16,6.23,3.88,2,0,False
2009,2010,0.83,Ideal,E,SI2,61.9,53.0,3103.0,6.04,6.08,3.75,1,5,False
2010,2011,0.66,Ideal,D,VVS2,61.6,57.0,3103.0,5.57,5.64,3.45,5,6,False
2011,2012,0.71,Ideal,E,VS2,62.2,56.0,3103.0,5.7,5.75,3.56,3,5,False
2012,2013,0.78,Premium,D,SI1,61.8,59.0,3103.0,5.93,5.88,3.65,2,6,False
2013,2014,0.81,Very Good,H,VS1,63.6,57.0,3104.0,5.87,5.9,3.74,4,2,False
2014,2015,0.71,Very Good,F,VVS1,63.3,58.0,3104.0,5.67,5.64,3.58,6,4,False
2015,2016,0.9,Fair,G,SI2,55.9,62.0,3104.0,6.35,6.42,3.57,1,3,False
2016,2017,0.9,Fair,G,SI2,64.7,58.0,3104.0,5.94,6.03,3.87,1,3,False
2017,2018,0.9,Ideal,I,SI2,62.8,55.0,3104.0,6.19,6.14,3.87,1,1,False
2018,2019,0.7,Premium,F,VVS2,62.6,59.0,3105.0,5.66,5.62,3.53,5,4,False
2019,2020,0.78,Ideal,I,VS1,61.9,56.0,3105.0,5.91,5.94,3.67,4,1,False
2020,2021,0.78,Ideal,I,VS1,60.7,56.0,3105.0,5.97,6.03,3.64,4,1,False
2021,2022,0.9,Very Good,H,SI2,59.5,63.0,3105.0,6.31,6.26,3.74,1,2,False
2022,2023,0.9,Premium,H,SI2,62.4,61.0,3105.0,6.11,6.03,3.79,1,2,False
2023,2024,0.9,Very Good,H,SI2,61.1,63.0,3105.0,6.19,6.12,3.76,1,2,False
2024,2025,1.52,Good,E,I1,57.3,58.0,3105.0,7.53,7.42,4.28,0,5,False
2025,2026,1.52,Good,E,I1,57.3,58.0,3105.0,7.53,7.42,4.28,0,5,False
2026,2027,0.9,Ideal,J,VS2,59.8,56.0,3105.0,6.27,6.24,3.74,3,0,False
2027,2028,0.9,Fair,H,SI2,65.6,58.0,3105.0,6.05,5.95,3.95,1,2,False
2028,2029,0.75,Premium,D,SI1,58.9,60.0,3105.0,5.99,5.97,3.52,2,6,False
2029,2030,0.7,Premium,G,VVS1,61.2,56.0,3105.0,5.75,5.68,3.5,6,3,False
2030,2031,0.9,Very Good,H,SI2,63.4,60.0,3105.0,6.08,6.03,3.84,1,2,False
2031,2032,0.72,Ideal,F,VS1,62.4,55.0,3105.0,5.78,5.75,3.6,4,4,False
2032,2033,0.9,Premium,H,SI2,59.6,59.0,3105.0,6.38,6.24,3.76,1,2,False
2033,2034,0.9,Good,H,SI2,64.1,58.0,3105.0,6.05,6.02,3.87,1,2,False
2034,2035,0.72,Premium,F,VVS2,61.6,59.0,3105.0,5.78,5.72,3.54,5,4,False
2035,2036,0.79,Ideal,E,SI1,62.1,54.0,3107.0,5.92,5.96,3.69,2,5,False
2036,2037,0.79,Good,E,SI1,63.2,56.0,3107.0,5.83,5.91,3.71,2,5,False
2037,2038,0.7,Very Good,E,VS1,63.4,56.0,3107.0,5.6,5.63,3.56,4,5,False
2038,2039,0.7,Ideal,E,VS1,62.2,58.0,3107.0,5.62,5.69,3.52,4,5,False
2039,2040,0.7,Good,D,VS1,60.4,63.0,3107.0,5.73,5.76,3.47,4,6,False
2040,2041,0.32,Good,E,SI1,63.2,56.0,561.0,4.35,4.38,2.76,2,5,False
2041,2042,0.32,Ideal,I,VVS2,61.5,56.0,561.0,4.4,4.42,2.71,5,1,False
2042,2043,0.32,Ideal,H,VS1,61.3,55.0,561.0,4.41,4.43,2.71,4,2,False
2043,2044,0.32,Premium,G,VS2,61.0,59.0,561.0,4.42,4.46,2.71,3,3,False
2044,2045,0.32,Premium,H,VS1,61.3,60.0,561.0,4.33,4.38,2.67,4,2,False
2045,2046,0.32,Premium,G,VS2,62.3,60.0,561.0,4.37,4.4,2.73,3,3,False
2046,2047,0.32,Ideal,I,VVS2,62.6,54.0,561.0,4.37,4.41,2.75,5,1,False
2047,2048,0.32,Very Good,E,SI1,61.6,56.0,561.0,4.39,4.41,2.71,2,5,False
2048,2049,0.32,Ideal,G,VS2,61.8,57.0,561.0,4.38,4.42,2.72,3,3,False
2049,2050,0.32,Very Good,G,VS2,62.4,59.0,561.0,4.33,4.36,2.71,3,3,False
2050,2051,0.32,Good,E,SI1,63.1,56.0,561.0,4.36,4.39,2.76,2,5,False
2051,2052,0.32,Very Good,H,VS1,61.7,61.0,561.0,4.38,4.43,2.72,4,2,False
2052,2053,0.32,Premium,G,VS2,62.0,58.0,561.0,4.33,4.38,2.7,3,3,False
2053,2054,0.32,Premium,G,VS2,62.6,59.0,561.0,4.33,4.36,2.72,3,3,False
2054,2055,0.32,Very Good,E,SI1,62.8,57.0,561.0,4.34,4.39,2.74,2,5,False
2055,2056,0.32,Premium,G,VS2,62.6,60.0,561.0,4.33,4.36,2.72,3,3,False
2056,2057,0.32,Very Good,H,VS1,60.5,59.0,561.0,4.41,4.42,2.67,4,2,False
2057,2058,0.32,Very Good,E,SI1,62.2,57.0,561.0,4.38,4.43,2.74,2,5,False
2058,2059,0.32,Premium,H,VS1,60.6,60.0,561.0,4.4,4.44,2.68,4,2,False
2059,2060,0.32,Ideal,G,VS2,60.3,57.0,561.0,4.43,4.46,2.68,3,3,False
2060,2061,0.32,Very Good,E,VS2,60.5,58.0,561.0,4.4,4.42,2.67,3,5,False
2061,2062,0.32,Very Good,H,VS1,62.9,54.0,561.0,4.37,4.41,2.76,4,2,False
2062,2063,0.32,Premium,E,SI1,60.2,60.0,561.0,4.39,4.44,2.66,2,5,False
2063,2064,0.32,Premium,G,VS2,62.1,60.0,561.0,4.34,4.39,2.71,3,3,False
2064,2065,0.32,Premium,I,VVS2,61.9,59.0,561.0,4.35,4.38,2.7,5,1,False
2065,2066,0.32,Premium,H,VS1,62.4,58.0,561.0,4.35,4.4,2.73,4,2,True
2066,2067,0.32,Premium,G,VS2,61.5,58.0,561.0,4.35,4.4,2.69,3,3,False
2067,2068,0.32,Ideal,E,SI1,61.9,56.0,561.0,4.39,4.43,2.73,2,5,False
2068,2069,0.32,Premium,G,VS2,61.5,60.0,561.0,4.4,4.42,2.71,3,3,False
2069,2070,0.32,Premium,E,SI1,61.9,59.0,561.0,4.36,4.39,2.71,2,5,False
2070,2071,0.76,Premium,E,VS2,63.0,59.0,3107.0,5.79,5.76,3.64,3,5,False
2071,2072,0.9,Good,I,VS2,62.4,65.0,3107.0,6.12,6.09,3.81,3,1,False
2072,2073,0.9,Very Good,G,SI2,63.3,59.0,3107.0,6.12,6.07,3.86,1,3,False
2073,2074,0.76,Premium,E,VS2,60.3,60.0,3107.0,5.97,5.94,3.59,3,5,False
2074,2075,0.81,Premium,H,VS1,61.7,58.0,3107.0,5.98,5.95,3.68,4,2,False
2075,2076,0.77,Ideal,F,SI1,61.5,56.0,3108.0,5.89,5.95,3.64,2,4,False
2076,2077,0.74,Premium,E,VS2,62.4,59.0,3108.0,5.77,5.73,3.59,3,5,False
2077,2078,0.75,Premium,E,VS2,59.9,61.0,3108.0,5.97,5.91,3.56,3,5,False
2078,2079,0.7,Very Good,E,VS1,62.0,60.0,3109.0,5.61,5.64,3.49,4,5,False
2079,2080,0.7,Premium,F,VVS1,61.9,59.0,3109.0,5.67,5.6,3.49,6,4,False
2080,2081,0.81,Ideal,E,SI1,62.4,57.0,3109.0,5.92,5.97,3.71,2,5,False
2081,2082,1.01,Good,H,I1,63.2,58.0,3110.0,6.33,6.39,4.02,0,2,False
2082,2083,0.76,Very Good,E,VS2,61.0,58.0,3111.0,5.88,5.93,3.6,3,5,False
2083,2084,1.01,Good,H,SI2,64.1,56.0,3111.0,6.37,6.3,4.06,1,2,False
2084,2085,0.8,Ideal,H,VS1,63.1,58.0,3111.0,5.89,5.96,3.74,4,2,False
2085,2086,0.68,Very Good,F,VVS2,57.3,60.0,3112.0,5.83,5.89,3.36,5,4,False
2086,2087,0.91,Very Good,J,VS2,61.6,58.0,3112.0,6.23,6.28,3.85,3,0,False
2087,2088,0.79,Premium,D,SI1,61.4,59.0,3112.0,5.89,5.96,3.64,2,6,False
2088,2089,0.71,Very Good,E,VS1,59.8,58.0,3112.0,5.78,5.82,3.47,4,5,False
2089,2090,0.71,Very Good,H,IF,63.0,57.0,3112.0,5.63,5.7,3.57,7,2,False
2090,2091,0.71,Ideal,E,VS2,61.6,57.0,3112.0,5.71,5.79,3.54,3,5,False
2091,2092,0.71,Very Good,G,VVS2,61.2,58.0,3113.0,5.68,5.72,3.49,5,3,False
2092,2093,0.78,Very Good,G,VS2,62.6,58.0,3113.0,5.81,5.89,3.66,3,3,False
2093,2094,0.82,Ideal,I,VS1,61.3,57.0,3113.0,6.02,6.07,3.7,4,1,False
2094,2095,0.9,Good,H,SI2,60.4,61.0,3114.0,6.14,6.22,3.73,1,2,False
2095,2096,0.9,Very Good,G,SI2,60.1,60.0,3114.0,6.22,6.32,3.77,1,3,False
2096,2097,0.76,Ideal,G,VS2,61.7,55.0,3114.0,5.86,5.91,3.63,3,3,False
2097,2098,0.77,Ideal,G,VS2,62.1,56.0,3114.0,5.85,5.88,3.64,3,3,False
2098,2099,0.9,Good,H,SI2,64.3,58.0,3114.0,5.97,6.03,3.86,1,2,False
2099,2100,0.93,Ideal,G,SI2,61.0,54.0,3114.0,6.35,6.32,3.87,1,3,False
2100,2101,0.86,Very Good,H,SI1,63.8,56.0,3115.0,6.02,6.05,3.85,2,2,False
2101,2102,0.7,Good,E,VS2,60.3,60.0,3115.0,5.69,5.75,3.45,3,5,False
2102,2103,0.9,Good,H,SI2,64.3,60.0,3115.0,6.0,6.1,3.89,1,2,False
2103,2104,0.84,Premium,F,SI1,59.0,59.0,3115.0,6.18,6.13,3.63,2,4,False
2104,2105,0.8,Good,F,VS1,63.3,55.0,3116.0,5.87,5.92,3.73,4,4,False
2105,2106,0.9,Good,F,SI2,63.3,57.0,3116.0,6.08,6.14,3.87,1,4,False
2106,2107,0.9,Good,F,SI2,63.2,59.0,3116.0,6.06,6.13,3.85,1,4,False
2107,2108,0.71,Ideal,F,VS2,61.2,56.0,3116.0,5.77,5.79,3.54,3,4,False
2108,2109,0.92,Fair,F,SI1,64.9,58.0,3117.0,6.1,6.04,3.94,2,4,False
2109,2110,1.08,Premium,H,I1,61.7,59.0,3118.0,6.54,6.59,4.05,0,2,False
2110,2111,0.85,Ideal,G,SI1,60.4,56.0,3118.0,6.26,6.17,3.75,2,3,False
2111,2112,0.83,Very Good,F,SI1,63.1,58.0,3118.0,5.98,5.94,3.76,2,4,False
2112,2113,1.16,Fair,H,SI2,68.2,55.0,3118.0,6.47,6.37,4.38,1,2,False
2113,2114,0.87,Ideal,H,VS2,61.7,57.0,3118.0,6.14,6.09,3.77,3,2,False
2114,2115,0.9,Very Good,J,VS2,61.9,59.0,3119.0,6.14,6.2,3.82,3,0,False
2115,2116,0.7,Ideal,F,SI1,61.9,55.0,3119.0,5.7,5.74,3.54,2,4,False
2116,2117,0.7,Ideal,F,SI1,61.2,55.0,3119.0,5.74,5.76,3.52,2,4,False
2117,2118,1.02,Premium,J,SI2,62.3,58.0,3119.0,6.42,6.37,3.98,1,0,False
2118,2119,1.02,Fair,J,SI2,65.0,59.0,3119.0,6.34,6.24,4.08,1,0,False
2119,2120,0.91,Fair,E,SI2,64.5,60.0,3119.0,6.04,5.96,3.87,1,5,True
2120,2121,0.75,Ideal,E,VS2,62.0,56.0,3120.0,5.82,5.85,3.62,3,5,False
2121,2122,0.9,Very Good,I,SI1,63.2,56.0,3120.0,6.15,6.12,3.88,2,1,False
2122,2123,0.77,Ideal,G,VS1,62.4,54.0,3121.0,5.93,5.89,3.69,4,3,False
2123,2124,0.76,Good,G,VS1,60.3,60.7,3121.0,5.86,5.9,3.55,4,3,False
2124,2125,0.9,Premium,I,SI1,61.8,58.0,3121.0,6.26,6.2,3.85,2,1,False
2125,2126,0.9,Very Good,I,SI1,63.5,59.0,3121.0,6.1,6.05,3.86,2,1,False
2126,2127,0.9,Premium,I,SI1,62.1,59.0,3121.0,6.19,6.15,3.83,2,1,False
2127,2128,0.86,Ideal,I,VS2,62.1,57.0,3121.0,6.1,6.07,3.78,3,1,False
2128,2129,0.71,Very Good,E,SI1,60.0,56.0,3122.0,5.85,5.78,3.49,2,5,False
2129,2130,0.72,Ideal,H,VS2,61.7,56.0,3122.0,5.74,5.77,3.56,3,2,False
2130,2131,0.72,Ideal,H,VS2,60.1,56.0,3122.0,5.85,5.88,3.52,3,2,False
2131,2132,0.92,Good,I,SI1,57.4,65.0,3122.0,6.42,6.48,3.7,2,1,False
2132,2133,0.9,Very Good,G,SI2,64.2,56.0,3123.0,6.04,6.11,3.9,1,3,False
2133,2134,0.7,Ideal,G,VVS1,62.3,57.0,3123.0,5.61,5.65,3.51,6,3,False
2134,2135,0.71,Ideal,F,VS2,61.8,56.2,3123.0,5.7,5.75,3.53,3,4,False
2135,2136,0.71,Ideal,G,VS1,60.9,56.6,3123.0,5.75,5.79,3.52,4,3,False
2136,2137,0.71,Ideal,G,VS1,61.8,56.1,3123.0,5.72,5.74,3.54,4,3,False
2137,2138,0.82,Ideal,G,SI1,60.7,57.0,3123.0,6.07,6.06,3.68,2,3,False
2138,2139,0.77,Very Good,G,VS2,62.8,59.0,3124.0,5.81,5.84,3.66,3,3,False
2139,2140,0.72,Ideal,H,VVS1,61.4,56.0,3124.0,5.79,5.77,3.55,6,2,False
2140,2141,0.84,Very Good,E,SI2,62.1,58.0,3125.0,6.02,6.09,3.76,1,5,False
2141,2142,0.83,Ideal,E,SI2,61.3,57.0,3125.0,6.02,6.05,3.7,1,5,False
2142,2143,0.94,Good,D,SI2,57.9,61.0,3125.0,6.48,6.43,3.74,1,6,False
2143,2144,0.9,Good,H,SI1,60.5,64.0,3125.0,6.18,6.11,3.72,2,2,False
2144,2145,0.52,Ideal,E,VVS1,61.8,55.0,3125.0,5.2,5.19,3.21,6,5,False
2145,2146,0.93,Premium,J,VS2,61.1,59.0,3125.0,6.34,6.32,3.87,3,0,False
2146,2147,0.57,Very Good,D,VVS1,62.8,56.0,3126.0,5.27,5.31,3.32,6,6,False
2147,2148,0.72,Ideal,G,VVS2,61.2,57.0,3126.0,5.72,5.81,3.53,5,3,False
2148,2149,0.57,Ideal,D,VVS1,61.6,56.0,3126.0,5.33,5.35,3.29,6,6,False
2149,2150,1.13,Good,G,I1,63.4,58.0,3127.0,6.58,6.61,4.18,0,3,False
2150,2151,0.7,Very Good,G,VS1,61.6,57.0,3127.0,5.69,5.73,3.52,4,3,False
2151,2152,0.7,Very Good,G,VS1,61.9,57.0,3127.0,5.68,5.71,3.53,4,3,False
2152,2153,0.73,Ideal,G,VVS2,62.2,55.0,3127.0,5.77,5.74,3.58,5,3,False
2153,2154,0.73,Ideal,G,VVS2,61.9,56.0,3127.0,5.81,5.75,3.58,5,3,False
2154,2155,0.73,Premium,E,VS2,61.9,57.0,3127.0,5.79,5.75,3.57,3,5,False
2155,2156,0.71,Ideal,E,SI1,61.1,57.0,3128.0,5.75,5.77,3.52,2,5,False
2156,2157,0.7,Ideal,D,VS2,61.5,56.0,3129.0,5.7,5.74,3.52,3,6,False
2157,2158,0.75,Very Good,F,VS1,63.2,57.0,3129.0,5.78,5.74,3.64,4,4,False
2158,2159,0.75,Ideal,E,SI2,62.6,55.0,3129.0,5.72,5.79,3.6,1,5,False
2159,2160,0.97,Good,J,VS2,64.3,58.0,3129.0,6.25,6.22,4.01,3,0,False
2160,2161,0.74,Ideal,I,VVS2,61.3,57.0,3130.0,5.82,5.85,3.57,5,1,False
2161,2162,0.74,Ideal,G,SI1,60.6,55.0,3130.0,5.87,5.93,3.57,2,3,False
2162,2163,0.74,Ideal,G,SI1,61.9,55.0,3130.0,5.8,5.83,3.6,2,3,False
2163,2164,0.74,Ideal,G,SI1,61.3,57.0,3130.0,5.81,5.83,3.57,2,3,False
2164,2165,0.7,Very Good,D,VS2,61.2,60.0,3131.0,5.73,5.77,3.52,3,6,False
2165,2166,0.71,Very Good,D,VS2,60.3,62.0,3131.0,5.69,5.76,3.45,3,6,False
2166,2167,0.82,Ideal,E,SI2,62.6,55.0,3131.0,5.94,5.98,3.73,1,5,False
2167,2168,0.72,Ideal,H,VS1,61.6,55.0,3133.0,5.76,5.8,3.56,4,2,False
2168,2169,0.82,Ideal,G,SI1,61.8,55.0,3133.0,6.02,6.05,3.73,2,3,False
2169,2170,0.74,Premium,E,VS1,60.0,57.0,3133.0,5.94,5.89,3.55,4,5,False
2170,2171,0.94,Good,I,SI2,63.8,60.0,3134.0,6.14,6.21,3.94,1,1,False
2171,2172,0.71,Ideal,D,VS2,61.2,56.0,3135.0,5.76,5.78,3.53,3,6,False
2172,2173,0.71,Ideal,D,VS2,60.4,57.0,3135.0,5.77,5.82,3.5,3,6,False
2173,2174,0.73,Ideal,F,VS1,62.9,56.0,3135.0,5.71,5.77,3.61,4,4,False
2174,2175,0.8,Very Good,D,VS2,63.1,57.0,3135.0,5.94,5.89,3.73,3,6,False
2175,2176,0.81,Premium,D,SI1,60.7,58.0,3135.0,6.07,5.99,3.66,2,6,False
2176,2177,0.7,Premium,F,VVS2,62.6,59.0,3136.0,5.66,5.62,3.53,5,4,False
2177,2178,1.0,Fair,E,SI2,66.6,59.0,3136.0,6.07,6.01,4.02,1,5,False
2178,2179,0.8,Premium,G,VS2,59.6,59.0,3136.0,6.09,6.0,3.6,3,3,False
2179,2180,0.75,Ideal,E,VS2,60.2,57.0,3136.0,5.93,5.9,3.56,3,5,False
2180,2181,1.0,Premium,E,I1,62.3,58.0,3136.0,6.38,6.33,3.96,0,5,False
2181,2182,0.71,Ideal,D,VS1,62.2,55.0,3136.0,5.74,5.71,3.56,4,6,False
2182,2183,1.0,Fair,E,SI2,67.0,53.0,3136.0,6.19,6.13,4.13,1,5,False
2183,2184,1.0,Fair,E,SI2,67.0,53.0,3136.0,6.19,6.13,4.13,1,5,False
2184,2185,1.0,Premium,G,SI2,62.5,59.0,3136.0,6.41,6.33,3.98,1,3,False
2185,2186,1.0,Ideal,H,I1,61.3,57.0,3136.0,6.44,6.41,3.94,0,2,False
2186,2187,0.8,Ideal,F,SI1,61.0,56.0,3137.0,5.98,6.05,3.67,2,4,False
2187,2188,0.72,Premium,H,VVS1,61.4,58.0,3137.0,5.75,5.78,3.54,6,2,False
2188,2189,0.71,Ideal,H,VVS1,61.1,56.0,3137.0,5.78,5.81,3.53,6,2,False
2189,2190,0.71,Ideal,D,VS2,62.3,56.0,3137.0,5.68,5.72,3.55,3,6,False
2190,2191,1.01,Very Good,G,SI1,62.0,63.0,3137.0,6.34,6.25,3.9,2,3,False
2191,2192,0.79,Very Good,E,SI1,63.3,56.3,3138.0,5.85,5.88,3.71,2,5,False
2192,2193,0.74,Very Good,D,SI1,61.5,59.0,3138.0,5.76,5.82,3.56,2,6,False
2193,2194,0.72,Very Good,D,VS2,63.1,59.0,3139.0,5.67,5.7,3.59,3,6,False
2194,2195,0.9,Very Good,E,SI2,60.7,61.0,3139.0,6.16,6.22,3.76,1,5,False
2195,2196,0.9,Good,E,SI2,64.1,57.0,3139.0,6.07,6.09,3.9,1,5,False
2196,2197,0.9,Good,E,SI2,63.4,62.0,3139.0,6.0,6.02,3.81,1,5,False
2197,2198,0.9,Very Good,E,SI2,59.5,61.0,3139.0,6.24,6.3,3.73,1,5,False
2198,2199,0.72,Ideal,G,VVS2,62.4,57.0,3139.0,5.71,5.76,3.58,5,3,False
2199,2200,0.54,Ideal,D,VVS1,61.4,58.0,3139.0,5.28,5.25,3.23,6,6,False
2200,2201,0.73,Ideal,F,VS1,61.1,57.0,3140.0,5.8,5.89,3.57,4,4,False
2201,2202,0.7,Ideal,G,VS1,61.2,57.0,3140.0,5.7,5.74,3.5,4,3,False
2202,2203,0.72,Good,E,VS2,60.8,62.0,3140.0,5.73,5.78,3.5,3,5,False
2203,2204,0.73,Ideal,D,SI1,62.4,53.0,3140.0,5.82,5.79,3.62,2,6,False
2204,2205,1.02,Premium,H,I1,62.5,60.0,3141.0,6.39,6.41,4.0,0,2,True
2205,2206,1.02,Very Good,E,I1,60.6,63.0,3141.0,6.46,6.52,3.93,0,5,False
2206,2207,0.9,Premium,J,SI1,60.4,59.0,3141.0,6.27,6.24,3.78,2,0,False
2207,2208,1.0,Premium,G,SI2,59.1,59.0,3142.0,6.55,6.48,3.850365,1,3,True
2208,2209,0.7,Ideal,E,VS2,61.9,56.0,3142.0,5.69,5.72,3.53,3,5,False
2209,2210,1.0,Fair,G,SI2,64.6,67.0,3142.0,6.25,6.19,4.02,1,3,False
2210,2211,1.02,Ideal,H,SI2,58.8,57.0,3142.0,6.61,6.55,3.87,1,2,False
2211,2212,1.0,Premium,G,SI2,61.5,56.0,3142.0,6.49,6.44,3.97,1,3,False
2212,2213,1.0,Fair,G,SI2,68.3,54.0,3142.0,6.21,6.12,4.2,1,3,False
2213,2214,0.68,Very Good,G,IF,62.7,56.0,3143.0,5.56,5.6,3.5,7,3,False
2214,2215,0.83,Ideal,E,SI2,61.0,57.0,3143.0,6.06,6.13,3.72,1,5,False
2215,2216,0.8,Very Good,H,VS1,62.7,56.0,3144.0,5.88,5.96,3.71,4,2,False
2216,2217,1.21,Good,E,I1,57.2,62.0,3144.0,7.01,6.95,3.99,0,5,False
2217,2218,0.7,Very Good,E,VS1,62.8,57.0,3145.0,5.65,5.68,3.56,4,5,False
2218,2219,0.71,Very Good,D,VS1,58.1,62.0,3145.0,5.84,5.89,3.41,4,6,False
2219,2220,0.84,Very Good,D,SI2,63.6,57.0,3145.0,5.95,6.0,3.8,1,6,False
2220,2221,0.9,Premium,I,VS1,60.7,58.0,3145.0,6.3,6.19,3.79,4,1,False
2221,2222,0.9,Very Good,J,VS2,63.5,56.0,3145.0,6.12,6.1,3.88,3,0,False
2222,2223,0.7,Ideal,H,VS2,61.2,56.0,3145.0,5.72,5.75,3.51,3,2,False
2223,2224,0.7,Ideal,H,VS2,61.2,57.0,3145.0,5.73,5.77,3.52,3,2,False
2224,2225,0.71,Ideal,E,VS2,60.1,59.0,3145.0,5.79,5.83,3.49,3,5,False
2225,2226,0.7,Ideal,G,SI1,61.6,55.0,3145.0,5.71,5.76,3.53,2,3,False
2226,2227,0.9,Fair,G,SI1,65.4,57.0,3145.0,6.04,5.95,3.92,2,3,False
2227,2228,0.9,Fair,G,SI1,65.6,56.0,3145.0,6.1,6.03,3.98,2,3,False
2228,2229,0.9,Fair,G,SI1,65.4,59.0,3145.0,6.04,6.0,3.94,2,3,False
2229,2230,0.9,Fair,H,SI1,66.8,55.0,3145.0,5.98,5.9,3.97,2,2,False
2230,2231,0.74,Premium,G,VVS1,61.2,59.0,3145.0,5.84,5.79,3.56,6,3,False
2231,2232,0.72,Ideal,E,VS2,60.6,57.0,3145.0,5.85,5.83,3.54,3,5,False
2232,2233,0.72,Good,F,VVS2,61.3,65.0,3145.0,5.76,5.72,3.52,5,4,False
2233,2234,0.78,Premium,D,SI1,60.9,55.0,3145.0,6.0,5.93,3.63,2,6,False
2234,2235,0.71,Very Good,F,VS2,63.3,57.0,3146.0,5.65,5.69,3.59,3,4,False
2235,2236,0.71,Ideal,H,IF,61.2,56.0,3146.0,5.74,5.79,3.53,7,2,False
2236,2237,0.92,Very Good,J,VS2,60.9,62.0,3146.0,6.26,6.31,3.83,3,0,False
2237,2238,0.8,Very Good,E,SI1,62.9,60.0,3146.0,5.87,5.89,3.7,2,5,False
2238,2239,0.81,Ideal,F,SI1,61.2,57.0,3146.0,6.0,6.05,3.69,2,4,False
2239,2240,0.78,Ideal,E,SI1,62.1,58.0,3146.0,5.86,5.9,3.65,2,5,False
2240,2241,0.73,Good,E,VS1,63.7,59.0,3146.0,5.67,5.69,3.62,4,5,False
2241,2242,1.06,Ideal,I,SI2,62.8,55.0,3146.0,6.51,6.46,4.07,1,1,False
2242,2243,1.0,Fair,F,SI2,65.5,56.0,3146.0,6.3,6.19,4.09,1,4,False
2243,2244,0.77,Ideal,G,VS1,62.2,56.0,3148.0,5.9,5.85,3.66,4,3,False
2244,2245,0.7,Good,E,VS1,61.2,58.0,3148.0,5.66,5.72,3.48,4,5,False
2245,2246,0.7,Good,E,VS1,58.7,60.0,3148.0,5.79,5.83,3.41,4,5,False
2246,2247,1.02,Ideal,I,VS2,62.8,57.0,3148.0,6.45,6.39,4.03,3,1,False
2247,2248,0.91,Good,G,SI2,62.5,60.0,3149.0,6.05,6.08,3.79,1,3,False
2248,2249,1.03,Good,J,SI2,64.1,62.0,3149.0,6.37,6.33,4.07,1,0,False
2249,2250,1.03,Fair,J,SI2,64.6,62.0,3149.0,6.3,6.21,4.06,1,0,False
2250,2251,1.03,Premium,J,SI2,62.2,59.0,3149.0,6.42,6.4,3.99,1,0,False
2251,2252,0.94,Very Good,F,SI2,62.3,59.0,3150.0,6.23,6.32,3.91,1,4,False
2252,2253,0.88,Very Good,E,SI2,59.1,58.0,3150.0,6.22,6.3,3.7,1,5,False
2253,2254,0.75,Ideal,E,VS2,61.7,56.0,3150.0,5.86,5.84,3.61,3,5,False
2254,2255,0.75,Premium,E,VS2,61.8,58.0,3150.0,5.85,5.83,3.61,3,5,False
2255,2256,0.72,Ideal,F,VS2,61.3,56.0,3151.0,5.78,5.8,3.55,3,4,False
2256,2257,0.77,Very Good,H,VS1,62.2,57.0,3152.0,5.81,5.86,3.63,4,2,False
2257,2258,0.75,Ideal,D,SI1,62.0,58.0,3152.0,5.81,5.84,3.61,2,6,False
